ano,popul,codigo_ibge
2010,6497,310850
2011,6471,310850
2012,6447,310850
2013,6612,310850
2014,6593,310850
2015,6574,310850
2016,6557,310850
2017,6540,310850
2018,6350,310850
2019,6319,310850
2020,6288,310850
2021,6259,310850
2022,5760,310850
1996,,310855
1997,10402,310855
1998,10373,310855
1999,10344,310855
2000,11473,310855
2001,11606,310855
2002,11670,310855
2003,11761,310855
2004,11952,310855
2005,12058,310855
2006,12163,310855
2007,12821,310855
2008,13406,310855
2009,13593,310855
2010,14226,310855
2011,14437,310855
2012,14642,310855
2013,15310,310855
2014,15522,310855
2015,15727,310855
2016,15921,310855
2017,16105,310855
2018,16321,310855
2019,16538,310855
2020,16748,310855
2021,16950,310855
2022,14696,310855
1991,44978,310860
1992,45590,310860
1993,45829,310860
1994,46215,310860
1995,46591,310860
1996,43615,310860
1997,28352,310860
1998,27998,310860
1999,27642,310860
2000,31194,310860
2001,30356,310860
2002,30391,310860
2003,30449,310860
2004,30571,310860
2005,30639,310860
2006,30706,310860
2007,31165,310860
2008,32262,310860
2009,32438,310860
2010,31213,310860
2011,31286,310860
2012,31356,310860
2013,32378,310860
2014,32473,310860
2015,32564,310860
2016,32650,310860
2017,32732,310860
2018,32288,310860
2019,32347,310860
2020,32405,310860
2021,32460,310860
2022,31246,310860
1991,5836,310870
1992,5829,310870
1993,5712,310870
1994,5655,310870
1995,5600,310870
1996,5373,310870
1997,5253,310870
1998,5151,310870
1999,5049,310870
2000,5107,310870
2001,5019,310870
2002,4954,310870
2003,4882,310870
2004,4733,310870
2005,4650,310870
2006,4568,310870
2007,4592,310870
2008,4665,310870
2009,4615,310870
2010,4637,310870
2011,4601,310870
2012,4567,310870
2013,4664,310870
2014,4634,310870
2015,4604,310870
2016,4577,310870
2017,4550,310870
2018,4374,310870
2019,4333,310870
2020,4293,310870
2021,4255,310870
2022,4258,310870
1991,6519,310880
1992,6438,310880
1993,6376,310880
1994,6313,310880
1995,6252,310880
1996,5699,310880
1997,5571,310880
1998,5463,310880
1999,5355,310880
2000,5408,310880
2001,5210,310880
2002,5175,310880
2003,5067,310880
2004,4840,310880
2005,4714,310880
2006,4590,310880
2007,5208,310880
2008,5344,310880
2009,5332,310880
2010,5030,310880
2011,5001,310880
2012,4973,310880
2013,5091,310880
2014,5068,310880
2015,5045,310880
2016,5024,310880
2017,5003,310880
2018,4835,310880
2019,4801,310880
2020,4769,310880
2021,4737,310880
2022,4443,310880
1991,13711,310890
1992,13545,310890
1993,13454,310890
1994,13338,310890
1995,13224,310890
1996,14601,310890
1997,14763,310890
1998,14900,310890
1999,15036,310890
2000,15165,310890
2001,15339,310890
2002,15471,310890
2003,15613,310890
2004,15911,310890
2005,16076,310890
2006,16240,310890
2007,14452,310890
2008,14807,310890
2009,14756,310890
2010,14661,310890
2011,14622,310890
2012,14585,310890
2013,14982,310890
2014,14957,310890
2015,14934,310890
2016,14911,310890
2017,14889,310890
2018,14508,310890
2019,14459,310890
2020,14410,310890
2021,14364,310890
2022,13981,310890
1991,19308,310900
1992,19528,310900
1993,19673,310900
1994,19838,310900
1995,20000,310900
1996,24336,310900
1997,25003,310900
1998,25566,310900
1999,26128,310900
2000,26614,310900
2001,27503,310900
2002,28151,310900
2003,28865,310900
2004,30362,310900
2005,31191,310900
2006,32014,310900
2007,31965,310900
2008,33693,310900
2009,34391,310900
2010,33973,310900
2011,34538,310900
2012,35085,310900
2013,36748,310900
2014,37314,310900
2015,37857,310900
2016,38373,310900
2017,38863,310900
2018,39520,310900
2019,40103,310900
2020,40666,310900
2021,41208,310900
2022,38640,310900
1991,10787,310910
1992,10657,310910
1993,10850,310910
1994,10878,310910
1995,10906,310910
1996,10578,310910
1997,10542,310910
1998,10512,310910
1999,10481,310910
2000,10932,310910
2001,10945,310910
2002,10963,310910
2003,10977,310910
2004,11006,310910
2005,11023,310910
2006,11039,310910
2007,10864,310910
2008,11195,310910
2009,11212,310910
2010,10892,310910
2011,10889,310910
2012,10886,310910
2013,11211,310910
2014,11217,310910
2015,11223,310910
2016,11228,310910
2017,11233,310910
2018,11010,310910
2019,11001,310910
2020,10991,310910
2021,10982,310910
2022,10761,310910
1991,9936,310920
1992,10032,310920
1993,9910,310920
1994,9898,310920
1995,9887,310920
1996,9870,310920
1997,9837,310920
1998,9808,310920
1999,9780,310920
2000,10515,310920
2001,10417,310920
2002,10459,310920
2003,10501,310920
2004,10590,310920
2005,10639,310920
2006,10687,310920
2007,9522,310920
2008,9704,310920
2009,9627,310920
2010,10292,310920
2011,10286,310920
2012,10281,310920
2013,10583,310920
2014,10586,310920
2015,10589,310920
2016,10592,310920
2017,10594,310920
2018,10377,310920
2019,10365,310920
2020,10353,310920
2021,10342,310920
2022,9058,310920
1996,,310925
1997,4060,310925
1998,3973,310925
1999,3887,310925
2000,3949,310925
2001,3897,310925
2002,3875,310925
2003,3841,310925
2004,3769,310925
2005,3730,310925
2006,3690,310925
2007,3960,310925
2008,4085,310925
2009,4095,310925
2010,3992,310925
2011,3995,310925
2012,3999,310925
2013,4122,310925
2014,4128,310925
2015,4134,310925
2016,4140,310925
2017,4146,310925
2018,4074,310925
2019,3982,310925
2020,3983,310925
2021,3984,310925
2022,4041,310925
1991,18417,310930
1992,18786,310930
1993,19150,310930
1994,19484,310930
1995,19808,310930
1996,19796,310930
1997,20338,310930
1998,20796,310930
1999,21254,310930
2000,20396,310930
2001,20648,310930
2002,20812,310930
2003,21006,310930
2004,21411,310930
2005,21636,310930
2006,21859,310930
2007,21472,310930
2008,22290,310930
2009,22465,310930
2010,22737,310930
2011,22917,310930
2012,23091,310930
2013,23979,310930
2014,24169,310930
2015,24351,310930
2016,24524,310930
2017,24689,310930
2018,24663,310930
2019,24841,310930
2020,25013,310930
2021,25179,310930
2022,25223,310930
1991,24477,310940
1992,24994,310940
1993,25452,310940
1994,25894,310940
1995,26326,310940
1996,23719,310940
1997,23373,310940
1998,23080,310940
1999,22788,310940
2000,25904,310940
2001,26048,310940
2002,26204,310940
2003,26344,310940
2004,26636,310940
2005,26798,310940
2006,26959,310940
2007,26133,310940
2008,26981,310940
2009,27068,310940
2010,26922,310940
2011,27000,310940
2012,27076,310940
2013,27974,310940
2014,28071,310940
2015,28163,310940
2016,28251,310940
2017,28335,310940
2018,27988,310940
2019,28056,310940
2020,28121,310940
2021,28184,310940
2022,23687,310940
1996,,310945
1997,5470,310945
1998,5523,310945
1999,5577,310945
2000,5920,310945
2001,6630,310945
2002,6090,310945
2003,6170,310945
2004,6336,310945
2005,6427,310945
2006,6519,310945
2007,6294,310945
2008,6542,310945
2009,6600,310945
2010,6453,310945
2011,6494,310945
2012,6534,310945
2013,6774,310945
2014,6818,310945
2015,6861,310945
2016,6901,310945
2017,6940,310945
2018,6909,310945
2019,6949,310945
2020,6988,310945
2021,7025,310945
2022,6485,310945
1991,12224,310950
1992,12263,310950
1993,12294,310950
1994,12326,310950
1995,12358,310950
1996,12433,310950
1997,12470,310950
1998,12501,310950
1999,12532,310950
2000,13727,310950
2001,13856,310950
2002,14043,310950
2003,14190,310950
2004,14499,310950
2005,14669,310950
2006,14839,310950
2007,13614,310950
2008,14024,310950
2009,14042,310950
2010,13823,310950
2011,13830,310950
2012,13838,310950
2013,14262,310950
2014,14280,310950
2015,14298,310950
2016,14314,310950
2017,14330,310950
2018,14075,310950
2019,14075,310950
2020,14075,310950
2021,14074,310950
2022,11276,310950
1991,3655,310960
1992,3735,310960
1993,3783,310960
1994,3841,310960
1995,3897,310960
1996,3713,310960
1997,3724,310960
1998,3733,310960
1999,3742,310960
2000,3780,310960
2001,3793,310960
2002,3806,310960
2003,3818,310960
2004,3844,310960
2005,3858,310960
2006,3872,310960
2007,3802,310960
2008,3924,310960
2009,3936,310960
2010,3654,310960
2011,3644,310960
2012,3635,310960
2013,3734,310960
2014,3727,310960
2015,3721,310960
2016,3716,310960
2017,3710,310960
2018,3616,310960
2019,3603,310960
2020,3591,310960
2021,3580,310960
2022,3707,310960
1991,9323,310970
1992,9438,310970
1993,9499,310970
1994,9580,310970
1995,9658,310970
1996,9873,310970
1997,9982,310970
1998,10075,310970
1999,10167,310970
2000,10555,310970
2001,10703,310970
2002,10814,310970
2003,10935,310970
2004,11187,310970
2005,11327,310970
2006,11466,310970
2007,10820,310970
2008,11194,310970
2009,11250,310970
2010,11034,310970
2011,11071,310970
2012,11107,310970
2013,11481,310970
2014,11525,310970
2015,11567,310970
2016,11607,310970
2017,11646,310970
2018,11514,310970
2019,11547,310970
2020,11579,310970
2021,11609,310970
2022,11759,310970
1991,2284,310980
1992,2280,310980
1993,2278,310980
1994,2275,310980
1995,2272,310980
1996,2278,310980
1997,2271,310980
1998,2265,310980
1999,2259,310980
2000,2305,310980
2001,2309,310980
2002,2309,310980
2003,2311,310980
2004,2316,310980
2005,2318,310980
2006,2321,310980
2007,2470,310980
2008,2570,310980
2009,2595,310980
2010,2505,310980
2011,2520,310980
2012,2536,310980
2013,2628,310980
2014,2645,310980
2015,2661,310980
2016,2676,310980
2017,2691,310980
2018,2677,310980
2019,2692,310980
2020,2706,310980
2021,2720,310980
2022,2310,310980
1991,7403,310990
1992,7544,310990
1993,7674,310990
1994,7797,310990
1995,7917,310990
1996,7587,310990
1997,7665,310990
1998,7731,310990
1999,7796,310990
2000,8571,310990
2001,8714,310990
2002,8817,310990
2003,8931,310990
2004,9170,310990
2005,9303,310990
2006,9434,310990
2007,9490,310990
2008,9911,310990
2009,10040,310990
2010,10218,310990
2011,10344,310990
2012,10467,310990
2013,10918,310990
2014,11046,310990
2015,11170,310990
2016,11287,310990
2017,11399,310990
2018,11495,310990
2019,11624,310990
2020,11749,310990
2021,11869,310990
2022,11425,310990
1991,33250,311000
1992,33481,311000
1993,33879,311000
1994,34164,311000
1995,34443,311000
1996,34869,311000
1997,35276,311000
1998,35620,311000
1999,35964,311000
2000,36299,311000
2001,36650,311000
2002,36940,311000
2003,37238,311000
2004,37863,311000
2005,38209,311000
2006,38552,311000
2007,39039,311000
2008,40634,311000
2009,41043,311000
2010,40750,311000
2011,41092,311000
2012,41423,311000
2013,43036,311000
2014,43395,311000
2015,43739,311000
2016,44066,311000
2017,44377,311000
2018,44377,311000
2019,44718,311000
2020,45047,311000
2021,45364,311000
2022,39578,311000
1991,4582,311010
1992,4667,311010
1993,4751,311010
1994,4827,311010
1995,4901,311010
1996,4252,311010
1997,4151,311010
1998,4065,311010
1999,3980,311010
2000,4367,311010
2001,4337,311010
2002,4322,311010
2003,4300,311010
2004,4256,311010
2005,4232,311010
2006,4207,311010
2007,4537,311010
2008,4702,311010
2009,4733,311010
2010,4968,311010
2011,5014,311010
2012,5059,311010
2013,5260,311010
2014,5308,311010
2015,5354,311010
2016,5398,311010
2017,5440,311010
2018,5450,311010
2019,5496,311010
2020,5541,311010
2021,5584,311010
2022,5307,311010
1991,3721,311020
1992,3670,311020
1993,3625,311020
1994,3581,311020
1995,3538,311020
1996,3724,311020
1997,3735,311020
1998,3744,311020
1999,3753,311020
2000,4190,311020
2001,4223,311020
2002,4289,311020
2003,4334,311020
2004,4431,311020
2005,4484,311020
2006,4537,311020
2007,4015,311020
2008,4117,311020
2009,4106,311020
2010,4047,311020
2011,4036,311020
2012,4026,311020
2013,4135,311020
2014,4128,311020
2015,4121,311020
2016,4114,311020
2017,4108,311020
2018,4002,311020
2019,3987,311020
2020,3974,311020
2021,3961,311020
2022,4080,311020
1991,12372,311030
1992,12195,311030
1993,12140,311030
1994,12035,311030
1995,11933,311030
1996,13047,311030
1997,13192,311030
1998,13314,311030
1999,13436,311030
2000,12766,311030
2001,12814,311030
2002,12849,311030
2003,12887,311030
2004,12968,311030
2005,13013,311030
2006,13057,311030
2007,13901,311030
2008,14491,311030
2009,14655,311030
2010,13633,311030
2011,13700,311030
2012,13764,311030
2013,14250,311030
2014,14325,311030
2015,14396,311030
2016,14464,311030
2017,14529,311030
2018,14417,311030
2019,14480,311030
2020,14541,311030
2021,14600,311030
2022,15082,311030
1991,3814,311040
1992,3848,311040
1993,3880,311040
1994,3910,311040
1995,3939,311040
1996,3467,311040
1997,3385,311040
1998,3315,311040
1999,3245,311040
2000,3533,311040
2001,3498,311040
2002,3474,311040
2003,3446,311040
2004,3389,311040
2005,3357,311040
2006,3325,311040
2007,3204,311040
2008,3260,311040
2009,3229,311040
2010,3154,311040
2011,3125,311040
2012,3097,311040
2013,3158,311040
2014,3133,311040
2015,3109,311040
2016,3086,311040
2017,3064,311040
2018,2934,311040
2019,2901,311040
2020,2869,311040
2021,2839,311040
2022,3028,311040
1991,16928,311050
1992,17146,311050
1993,17578,311050
1994,17874,311050
1995,18162,311050
1996,17229,311050
1997,17281,311050
1998,17322,311050
1999,17365,311050
2000,20537,311050
2001,20993,311050
2002,21297,311050
2003,21649,311050
2004,22389,311050
2005,22799,311050
2006,23205,311050
2007,19708,311050
2008,20212,311050
2009,20160,311050
2010,21080,311050
2011,21122,311050
2012,21162,311050
2013,21844,311050
2014,21901,311050
2015,21955,311050
2016,22007,311050
2017,22057,311050
2018,21738,311050
2019,21770,311050
2020,21801,311050
2021,21831,311050
2022,27942,311050
1991,22302,311060
1992,18596,311060
1993,18938,311060
1994,19267,311060
1995,19589,311060
1996,20519,311060
1997,21081,311060
1998,21556,311060
1999,22030,311060
2000,22969,311060
2001,23546,311060
2002,23970,311060
2003,24434,311060
2004,25409,311060
2005,25949,311060
2006,26484,311060
2007,25010,311060
2008,26070,311060
2009,26365,311060
2010,26488,311060
2011,26758,311060
2012,27020,311060
2013,28123,311060
2014,28402,311060
2015,28669,311060
2016,28924,311060
2017,29165,311060
2018,29278,311060
2019,29551,311060
2020,29814,311060
2021,30068,311060
2022,29584,311060
1991,11507,311070
1992,11635,311070
1993,11726,311070
1994,11825,311070
1995,11921,311070
1996,12040,311070
1997,12173,311070
1998,12286,311070
1999,12399,311070
2000,12538,311070
2001,12642,311070
2002,12755,311070
2003,12855,311070
2004,13066,311070
2005,13183,311070
2006,13299,311070
2007,12520,311070
2008,12909,311070
2009,12936,311070
2010,12602,311070
2011,12607,311070
2012,12612,311070
2013,12997,311070
2014,13012,311070
2015,13026,311070
2016,13040,311070
2017,13053,311070
2018,12816,311070
2019,12814,311070
2020,12812,311070
2021,12810,311070
2022,12309,311070
1991,7915,311080
1992,3150,311080
1993,3119,311080
1994,3088,311080
1995,3058,311080
1996,3414,311080
1997,3500,311080
1998,3573,311080
1999,3645,311080
2000,3419,311080
2001,3449,311080
2002,3468,311080
2003,3490,311080
2004,3538,311080
2005,3564,311080
2006,3590,311080
2007,3592,311080
2008,3728,311080
2009,3757,311080
2010,3564,311080
2011,3575,311080
2012,3586,311080
2013,3706,311080
2014,3720,311080
2015,3733,311080
2016,3745,311080
2017,3757,311080
2018,3711,311080
2019,3721,311080
2020,3730,311080
2021,3739,311080
2022,2737,311080
1991,12259,311090
1992,12386,311090
1993,12492,311090
1994,12598,311090
1995,12700,311090
1996,13538,311090
1997,13947,311090
1998,14293,311090
1999,14638,311090
2000,14098,311090
2001,14338,311090
2002,14485,311090
2003,14664,311090
2004,15041,311090
2005,15250,311090
2006,15456,311090
2007,15169,311090
2008,15790,311090
2009,15949,311090
2010,15433,311090
2011,15535,311090
2012,15635,311090
2013,16215,311090
2014,16325,311090
2015,16431,311090
2016,16532,311090
2017,16627,311090
2018,16565,311090
2019,16665,311090
2020,16762,311090
2021,16855,311090
2022,15856,311090
1991,17441,311100
1992,17500,311100
1993,17541,311100
1994,17588,311100
1995,17632,311100
1996,18195,311100
1997,18407,311100
1998,18587,311100
1999,18766,311100
2000,20553,311100
2001,20880,311100
2002,21208,311100
2003,21512,311100
2004,22150,311100
2005,22503,311100
2006,22854,311100
2007,20251,311100
2008,20843,311100
2009,20854,311100
2010,20686,311100
2011,20696,311100
2012,20707,311100
2013,21340,311100
2014,21367,311100
2015,21392,311100
2016,21417,311100
2017,21440,311100
2018,21056,311100
2019,21055,311100
2020,21054,311100
2021,21052,311100
2022,21585,311100
1991,20080,311110
1992,19902,311110
1993,19785,311110
1994,19651,311110
1995,19520,311110
1996,18875,311110
1997,18600,311110
1998,18367,311110
1999,18134,311110
2000,19100,311110
2001,18851,311110
2002,18894,311110
2003,18798,311110
2004,18597,311110
2005,18486,311110
2006,18376,311110
2007,18680,311110
2008,19207,311110
2009,19201,311110
2010,19324,311110
2011,19341,311110
2012,19358,311110
2013,19959,311110
2014,19991,311110
2015,20022,311110
2016,20052,311110
2017,20079,311110
2018,19738,311110
2019,19745,311110
2020,19752,311110
2021,19759,311110
2022,17817,311110
1996,,311115
1997,3170,311115
1998,3130,311115
1999,3091,311115
2000,3574,311115
2001,3603,311115
2002,3628,311115
2003,3653,311115
2004,3705,311115
2005,3734,311115
2006,3763,311115
2007,3828,311115
2008,3982,311115
2009,4020,311115
2010,3684,311115
2011,3692,311115
2012,3701,311115
2013,3821,311115
2014,3832,311115
2015,3843,311115
2016,3853,311115
2017,3863,311115
2018,3810,311115
2019,3817,311115
2020,3824,311115
2021,3830,311115
2022,3615,311115
1991,44527,311120
1992,45460,311120
1993,46300,311120
1994,47106,311120
1995,47891,311120
1996,47369,311120
1997,47922,311120
1998,48390,311120
1999,48857,311120
2000,49187,311120
2001,49719,311120
2002,50167,311120
2003,50623,311120
2004,51578,311120
2005,52107,311120
2006,52631,311120
2007,51375,311120
2008,53280,311120
2009,53653,311120
2010,51544,311120
2011,51725,311120
2012,51900,311120
2013,53656,311120
2014,53870,311120
2015,54076,311120
2016,54272,311120
2017,54458,311120
2018,53866,311120
2019,54029,311120
2020,54186,311120
2021,54338,311120
2022,52318,311120
1991,10883,311130
1992,11090,311130
1993,11301,311130
1994,11492,311130
1995,11677,311130
1996,10906,311130
1997,10938,311130
1998,10965,311130
1999,10992,311130
2000,11436,311130
2001,11502,311130
2002,11552,311130
2003,11606,311130
2004,11720,311130
2005,11782,311130
2006,11845,311130
2007,11476,311130
2008,11840,311130
2009,11871,311130
2010,11476,311130
2011,11479,311130
2012,11483,311130
2013,11831,311130
2014,11844,311130
2015,11856,311130
2016,11867,311130
2017,11878,311130
2018,11658,311130
2019,11655,311130
2020,11651,311130
2021,11648,311130
2022,11268,311130
1991,4519,311140
1992,4445,311140
1993,4402,311140
1994,4349,311140
1995,4297,311140
1996,4649,311140
1997,4700,311140
1998,4742,311140
1999,4785,311140
2000,5447,311140
2001,5424,311140
2002,5498,311140
2003,5577,311140
2004,5743,311140
2005,5835,311140
2006,5926,311140
2007,6570,311140
2008,6945,311140
2009,7105,311140
2010,6870,311140
2011,6988,311140
2012,7103,311140
2013,7444,311140
2014,7562,311140
2015,7675,311140
2016,7783,311140
2017,7886,311140
2018,8029,311140
2019,8151,311140
2020,8269,311140
2021,8383,311140
2022,8181,311140
1991,11112,311150
1992,11139,311150
1993,11177,311150
1994,11206,311150
1995,11235,311150
1996,11741,311150
1997,11871,311150
1998,11981,311150
1999,12091,311150
2000,12819,311150
2001,13024,311150
2002,13178,311150
2003,13345,311150
2004,13695,311150
2005,13888,311150
2006,14081,311150
2007,13184,311150
2008,13646,311150
2009,13719,311150
2010,14206,311150
2011,14312,311150
2012,14416,311150
2013,14964,311150
2014,15078,311150
2015,15186,311150
2016,15289,311150
2017,15387,311150
2018,15356,311150
2019,15461,311150
2020,15563,311150
2021,15661,311150
2022,13359,311150
1991,23946,311160
1992,24194,311160
1993,24398,311160
1994,24604,311160
1995,24804,311160
1996,24357,311160
1997,24430,311160
1998,24489,311160
1999,24549,311160
2000,26541,311160
2001,26858,311160
2002,27087,311160
2003,27340,311160
2004,27872,311160
2005,28167,311160
2006,28459,311160
2007,26954,311160
2008,27853,311160
2009,27964,311160
2010,27600,311160
2011,27681,311160
2012,27760,311160
2013,28683,311160
2014,28783,311160
2015,28879,311160
2016,28970,311160
2017,29057,311160
2018,28703,311160
2019,28774,311160
2020,28842,311160
2021,28908,311160
2022,25972,311160
1991,5411,311170
1992,5432,311170
1993,5443,311170
1994,5457,311170
1995,5471,311170
1996,4906,311170
1997,4796,311170
1998,4703,311170
1999,4610,311170
2000,4789,311170
2001,4709,311170
2002,4658,311170
2003,4597,311170
2004,4470,311170
2005,4399,311170
2006,4329,311170
2007,4668,311170
2008,4798,311170
2009,4795,311170
2010,4628,311170
2011,4616,311170
2012,4604,311170
2013,4729,311170
2014,4721,311170
2015,4713,311170
2016,4706,311170
2017,4699,311170
2018,4579,311170
2019,4563,311170
2020,4548,311170
2021,4533,311170
2022,4715,311170
1991,16278,311180
1992,16291,311180
1993,16605,311180
1994,16884,311180
1995,17157,311180
1996,10515,311180
1997,10256,311180
1998,10037,311180
1999,9818,311180
2000,10633,311180
2001,9981,311180
2002,9506,311180
2003,8983,311180
2004,7885,311180
2005,7277,311180
2006,6674,311180
2007,11313,311180
2008,11760,311180
2009,11865,311180
2010,11365,311180
2011,11421,311180
2012,11476,311180
2013,11882,311180
2014,11945,311180
2015,12005,311180
2016,12062,311180
2017,12117,311180
2018,12025,311180
2019,12150,311180
2020,12201,311180
2021,12251,311180
2022,9844,311180
1991,5601,311190
1992,5668,311190
1993,5707,311190
1994,5754,311190
1995,5800,311190
1996,5605,311190
1997,5618,311190
1998,5629,311190
1999,5640,311190
2000,5664,311190
2001,5672,311190
2002,5677,311190
2003,5683,311190
2004,5696,311190
2005,5703,311190
2006,5710,311190
2007,5712,311190
2008,5897,311190
2009,5915,311190
2010,5589,311190
2011,5583,311190
2012,5578,311190
2013,5739,311190
2014,5738,311190
2015,5737,311190
2016,5736,311190
2017,5735,311190
2018,5612,311190
2019,5603,311190
2020,5594,311190
2021,5585,311190
2022,5272,311190
1991,13610,311200
1992,13651,311200
1993,13688,311200
1994,13724,311200
1995,13759,311200
1996,13970,311200
1997,14125,311200
1998,14256,311200
1999,14386,311200
2000,14461,311200
2001,14557,311200
2002,14640,311200
2003,14723,311200
2004,14898,311200
2005,14995,311200
2006,15091,311200
2007,15499,311200
2008,16125,311200
2009,16281,311200
2010,14595,311200
2011,14605,311200
2012,14616,311200
2013,15066,311200
2014,15088,311200
2015,15108,311200
2016,15128,311200
2017,15147,311200
2018,14883,311200
2019,14886,311200
2020,14888,311200
2021,14890,311200
2022,14017,311200
1996,,311205
1997,3603,311205
1998,3611,311205
1999,3620,311205
2000,3838,311205
2001,3874,311205
2002,3896,311205
2003,3922,311205
2004,3979,311205
2005,4010,311205
2006,4041,311205
2007,3967,311205
2008,4108,311205
2009,4132,311205
2010,4195,311205
2011,4222,311205
2012,4249,311205
2013,4406,311205
2014,4436,311205
2015,4464,311205
2016,4491,311205
2017,4517,311205
2018,4498,311205
2019,4525,311205
2020,4551,311205
2021,4575,311205
2022,3937,311205
1991,7924,311210
1992,8086,311210
1993,8213,311210
1994,8344,311210
1995,8473,311210
1996,8410,311210
1997,4583,311210
1998,4626,311210
1999,4668,311210
2000,5000,311210
2001,5088,311210
2002,5153,311210
2003,5225,311210
2004,5374,311210
2005,5457,311210
2006,5539,311210
2007,4863,311210
2008,4996,311210
2009,4991,311210
2010,5209,311210
2011,5225,311210
2012,5241,311210
2013,5416,311210
2014,5435,311210
2015,5454,311210
2016,5472,311210
2017,5489,311210
2018,5424,311210
2019,5438,311210
2020,5451,311210
2021,5464,311210
2022,4978,311210
1991,5141,311220
1992,5085,311220
1993,5031,311220
1994,4981,311220
1995,4932,311220
1996,5103,311220
1997,5086,311220
1998,5072,311220
1999,5057,311220
2000,4964,311220
2001,4955,311220
2002,4927,311220
2003,4910,311220
2004,4874,311220
2005,4854,311220
2006,4834,311220
2007,4598,311220
2008,4693,311220
2009,4661,311220
2010,4755,311220
2011,4739,311220
2012,4724,311220
2013,4848,311220
2014,4836,311220
2015,4825,311220
2016,4815,311220
2017,4805,311220
2018,4673,311220
2019,4653,311220
2020,4634,311220
2021,4616,311220
2022,4369,311220
1991,30338,311230
1992,30992,311230
1993,31546,311230
1994,32095,311230
1995,32630,311230
1996,33659,311230
1997,29136,311230
1998,29792,311230
1999,30448,311230
2000,31231,311230
2001,31684,311230
2002,32424,311230
2003,32978,311230
2004,34140,311230
2005,34783,311230
2006,35422,311230
2007,33061,311230
2008,34345,311230
2009,34634,311230
2010,34803,311230
2011,35090,311230
2012,35368,311230
2013,36740,311230
2014,37041,311230
2015,37330,311230
2016,37606,311230
2017,37867,311230
2018,37856,311230
2019,37784,311230
2020,38057,311230
2021,38321,311230
2022,39472,311230
1991,7300,311240
1992,7364,311240
1993,7436,311240
1994,7498,311240
1995,7559,311240
1996,7333,311240
1997,7350,311240
1998,7365,311240
1999,7379,311240
2000,7424,311240
2001,7438,311240
2002,7450,311240
2003,7462,311240
2004,7488,311240
2005,7502,311240
2006,7516,311240
2007,7154,311240
2008,7341,311240
2009,7326,311240
2010,7089,311240
2011,7063,311240
2012,7039,311240
2013,7222,311240
2014,7203,311240
2015,7185,311240
2016,7168,311240
2017,7152,311240
2018,6952,311240
2019,6920,311240
2020,6890,311240
2021,6860,311240
2022,6473,311240
1991,6344,311250
1992,6468,311250
1993,6576,311250
1994,6681,311250
1995,6784,311250
1996,7070,311250
1997,7250,311250
1998,7403,311250
1999,7555,311250
2000,7900,311250
2001,8088,311250
2002,8227,311250
2003,8379,311250
2004,8698,311250
2005,8875,311250
2006,9050,311250
2007,8763,311250
2008,9155,311250
2009,9276,311250
2010,8881,311250
2011,8956,311250
2012,9030,311250
2013,9382,311250
2014,9461,311250
2015,9537,311250
2016,9609,311250
2017,9678,311250
2018,9679,311250
2019,9754,311250
2020,9826,311250
2021,9896,311250
2022,10706,311250
1991,15060,311260
1992,15211,311260
1993,15345,311260
1994,15475,311260
1995,15601,311260
1996,15013,311260
1997,14962,311260
1998,14919,311260
1999,14876,311260
2000,14403,311260
2001,14286,311260
2002,14265,311260
2003,14201,311260
2004,14066,311260
2005,13991,311260
2006,13917,311260
2007,15302,311260
2008,15903,311260
2009,16043,311260
2010,15290,311260
2011,15358,311260
2012,15424,311260
2013,15961,311260
2014,16038,311260
2015,16112,311260
2016,16183,311260
2017,16250,311260
2018,16109,311260
2019,16173,311260
2020,16234,311260
2021,16294,311260
2022,14392,311260
1992,4447,311265
1993,4407,311265
1994,4369,311265
1995,4332,311265
1996,4454,311265
1997,4440,311265
1998,4428,311265
1999,4416,311265
2000,4306,311265
2001,4282,311265
2002,4267,311265
2003,4249,311265
2004,4211,311265
2005,4189,311265
2006,4169,311265
2007,4801,311265
2008,5018,311265
2009,5087,311265
2010,4925,311265
2011,4973,311265
2012,5019,311265
2013,5221,311265
2014,5270,311265
2015,5317,311265
2016,5362,311265
2017,5405,311265
2018,5420,311265
2019,5468,311265
2020,5514,311265
2021,5559,311265
2022,4483,311265
1991,11730,311270
1992,11956,311270
1993,12182,311270
1994,12387,311270
1995,12587,311270
1996,13035,311270
1997,13429,311270
1998,13762,311270
1999,14094,311270
2000,13113,311270
2001,13232,311270
2002,13404,311270
2003,13539,311270
2004,13822,311270
2005,13979,311270
2006,14134,311270
2007,14106,311270
2008,14682,311270
2009,14830,311270
2010,14206,311270
2011,14290,311270
2012,14372,311270
2013,14894,311270
2014,14986,311270
2015,15074,311270
2016,15157,311270
2017,15237,311270
2018,15153,311270
2019,15234,311270
2020,15313,311270
2021,15388,311270
2022,14633,311270
1991,6822,311280
1992,6954,311280
1993,7073,311280
1994,7186,311280
1995,7296,311280
1996,7325,311280
1997,7512,311280
1998,7670,311280
1999,7827,311280
2000,7737,311280
2001,7848,311280
2002,7929,311280
2003,8019,311280
2004,8206,311280
2005,8310,311280
2006,8413,311280
2007,7634,311280
2008,7858,311280
2009,7864,311280
2010,8183,311280
2011,8217,311280
2012,8251,311280
2013,8535,311280
2014,8574,311280
2015,8612,311280
2016,8648,311280
2017,8682,311280
2018,8601,311280
2019,8632,311280
2020,8663,311280
2021,8693,311280
2022,9794,311280
