ano,popul,codigo_ibge
2013,2311,430237
2014,2285,430237
2015,2261,430237
2016,2238,430237
2017,2216,430237
2018,1987,430237
2019,1942,430237
2020,1899,430237
2021,1858,430237
2022,2106,430237
1991,11470,430240
1992,11726,430240
1993,11991,430240
1994,12227,430240
1995,12458,430240
1996,12626,430240
1997,10406,430240
1998,10697,430240
1999,10977,430240
2000,10788,430240
2001,10981,430240
2002,11132,430240
2003,11292,430240
2004,11627,430240
2005,11812,430240
2006,11996,430240
2007,11130,430240
2008,11555,430240
2009,11623,430240
2010,11472,430240
2011,11525,430240
2012,11576,430240
2013,12004,430240
2014,12058,430240
2015,12110,430240
2016,12158,430240
2017,12204,430240
2018,12265,430240
2019,12328,430240
2020,12390,430240
2021,12448,430240
2022,12245,430240
1991,7359,430245
1992,7418,430245
1993,7428,430245
1994,7459,430245
1995,7489,430245
1996,7665,430245
1997,7723,430245
1998,7772,430245
1999,7820,430245
2000,7825,430245
2001,7866,430245
2002,7923,430245
2003,7969,430245
2004,8064,430245
2005,8117,430245
2006,8169,430245
2007,7825,430245
2008,8078,430245
2009,8097,430245
2010,7673,430245
2011,7661,430245
2012,7651,430245
2013,7910,430245
2014,7911,430245
2015,7912,430245
2016,7913,430245
2017,7914,430245
2018,7726,430245
2019,7714,430245
2020,7702,430245
2021,7691,430245
2022,6231,430245
1991,7934,430250
1992,7972,430250
1993,8008,430250
1994,8042,430250
1995,8075,430250
1996,7893,430250
1997,7861,430250
1998,7831,430250
1999,7803,430250
2000,7757,430250
2001,7736,430250
2002,7720,430250
2003,7702,430250
2004,7666,430250
2005,7646,430250
2006,7626,430250
2007,7652,430250
2008,7880,430250
2009,7885,430250
2010,6884,430250
2011,6817,430250
2012,6753,430250
2013,6953,430250
2014,6912,430250
2015,6873,430250
2016,6836,430250
2017,6801,430250
2018,6356,430250
2019,6279,430250
2020,6205,430250
2021,6135,430250
2022,5886,430250
2001,2365,430258
2002,2379,430258
2003,2395,430258
2004,2428,430258
2005,2446,430258
2006,2464,430258
2007,2296,430258
2008,2361,430258
2009,2361,430258
2010,2200,430258
2011,2189,430258
2012,2179,430258
2013,2248,430258
2014,2243,430258
2015,2238,430258
2016,2233,430258
2017,2228,430258
2018,2135,430258
2019,2123,430258
2020,2111,430258
2021,2099,430258
2022,2135,430258
1991,4924,430260
1992,4844,430260
1993,4755,430260
1994,4678,430260
1995,4604,430260
1996,4488,430260
1997,4385,430260
1998,4294,430260
1999,4207,430260
2000,4198,430260
2001,4108,430260
2002,4045,430260
2003,3974,430260
2004,3826,430260
2005,3743,430260
2006,3661,430260
2007,3826,430260
2008,3878,430260
2009,3842,430260
2010,3702,430260
2011,3664,430260
2012,3628,430260
2013,3735,430260
2014,3711,430260
2015,3688,430260
2016,3667,430260
2017,3647,430260
2018,3397,430260
2019,3353,430260
2020,3311,430260
2021,3271,430260
2022,3264,430260
1991,6065,430265
1992,4047,430265
1993,4035,430265
1994,4026,430265
1995,4016,430265
1996,4235,430265
1997,4273,430265
1998,4306,430265
1999,4338,430265
2000,4372,430265
2001,4410,430265
2002,4439,430265
2003,4470,430265
2004,4535,430265
2005,4571,430265
2006,4606,430265
2007,4701,430265
2008,4846,430265
2009,4876,430265
2010,4675,430265
2011,4701,430265
2012,4726,430265
2013,4902,430265
2014,4928,430265
2015,4952,430265
2016,4975,430265
2017,4996,430265
2018,5043,430265
2019,5074,430265
2020,5104,430265
2021,5132,430265
2022,5895,430265
1991,25534,430270
1992,19114,430270
1993,19551,430270
1994,19936,430270
1995,20311,430270
1996,19553,430270
1997,19723,430270
1998,19877,430270
1999,20024,430270
2000,20322,430270
2001,20489,430270
2002,20663,430270
2003,20821,430270
2004,21153,430270
2005,21337,430270
2006,21519,430270
2007,19717,430270
2008,20240,430270
2009,20213,430270
2010,20406,430270
2011,20412,430270
2012,20419,430270
2013,21131,430270
2014,21163,430270
2015,21192,430270
2016,21220,430270
2017,21247,430270
2018,20929,430270
2019,20941,430270
2020,20952,430270
2021,20963,430270
2022,18711,430270
1991,34618,430280
1992,34749,430280
1993,35078,430280
1994,35287,430280
1995,35491,430280
1996,33950,430280
1997,33824,430280
1998,33686,430280
1999,33567,430280
2000,34643,430280
2001,34427,430280
2002,34648,430280
2003,34651,430280
2004,34656,430280
2005,34659,430280
2006,34661,430280
2007,32574,430280
2008,33235,430280
2009,33060,430280
2010,33690,430280
2011,33617,430280
2012,33547,430280
2013,34676,430280
2014,34665,430280
2015,34654,430280
2016,34644,430280
2017,34634,430280
2018,33702,430280
2019,33624,430280
2020,33548,430280
2021,33476,430280
2022,32447,430280
1991,15834,430290
1992,15914,430290
1993,15998,430290
1994,16073,430290
1995,16145,430290
1996,15599,430290
1997,15541,430290
1998,15478,430290
1999,15423,430290
2000,15311,430290
2001,15247,430290
2002,15201,430290
2003,15150,430290
2004,15043,430290
2005,14983,430290
2006,14924,430290
2007,13629,430290
2008,13750,430290
2009,13578,430290
2010,13676,430290
2011,13551,430290
2012,13430,430290
2013,13834,430290
2014,13757,430290
2015,13685,430290
2016,13616,430290
2017,13552,430290
2018,12705,430290
2019,12561,430290
2020,12423,430290
2021,12291,430290
2022,11166,430290
1991,89148,430300
1992,88302,430300
1993,88861,430300
1994,89359,430300
1995,89979,430300
1996,88612,430300
1997,87016,430300
1998,87697,430300
1999,88344,430300
2000,87873,430300
2001,88146,430300
2002,88384,430300
2003,88622,430300
2004,89120,430300
2005,89395,430300
2006,89669,430300
2007,84629,430300
2008,86750,430300
2009,86557,430300
2010,83827,430300
2011,83516,430300
2012,83217,430300
2013,85955,430300
2014,85830,430300
2015,85712,430300
2016,85600,430300
2017,85495,430300
2018,82547,430300
2019,82201,430300
2020,81869,430300
2021,81552,430300
2022,79778,430300
1991,88195,430310
1992,90182,430310
1993,92193,430310
1994,94010,430310
1995,95781,430310
1996,96238,430310
1997,99122,430310
1998,101060,430310
1999,103240,430310
2000,107564,430310
2001,109839,430310
2002,111639,430310
2003,113531,430310
2004,117501,430310
2005,119699,430310
2006,121880,430310
2007,112603,430310
2008,117203,430310
2009,118089,430310
2010,118278,430310
2011,119100,430310
2012,119896,430310
2013,124472,430310
2014,125246,430310
2015,125975,430310
2016,126666,430310
2017,127318,430310
2018,129307,430310
2019,130293,430310
2020,131240,430310
2021,132144,430310
2022,134545,430310
1991,5705,430320
1992,4991,430320
1993,4979,430320
1994,4965,430320
1995,4951,430320
1996,5067,430320
1997,5112,430320
1998,5151,430320
1999,5190,430320
2000,4770,430320
2001,4741,430320
2002,4720,430320
2003,4696,430320
2004,4647,430320
2005,4620,430320
2006,4593,430320
2007,4824,430320
2008,4990,430320
2009,5008,430320
2010,4868,430320
2011,4876,430320
2012,4883,430320
2013,5056,430320
2014,5068,430320
2015,5080,430320
2016,5090,430320
2017,5100,430320
2018,5055,430320
2019,5065,430320
2020,5074,430320
2021,5083,430320
2022,4602,430320
1991,7831,430330
1992,7749,430330
1993,7657,430330
1994,7578,430330
1995,7502,430330
1996,7389,430330
1997,7243,430330
1998,7112,430330
1999,6987,430330
2000,7243,430330
2001,5166,430330
2002,5131,430330
2003,5090,430330
2004,5003,430330
2005,4955,430330
2006,4907,430330
2007,5080,430330
2008,5217,430330
2009,5212,430330
2010,4954,430330
2011,4934,430330
2012,4914,430330
2013,5075,430330
2014,5066,430330
2015,5058,430330
2016,5050,430330
2017,5042,430330
2018,4856,430330
2019,4846,430330
2020,4823,430330
2021,4802,430330
2022,4707,430330
1991,6202,430340
1992,6135,430340
1993,6065,430340
1994,6003,430340
1995,5942,430340
1996,5678,430340
1997,5548,430340
1998,5433,430340
1999,5322,430340
2000,5580,430340
2001,5504,430340
2002,5449,430340
2003,5388,430340
2004,5261,430340
2005,5190,430340
2006,5120,430340
2007,5184,430340
2008,5276,430340
2009,5240,430340
2010,5071,430340
2011,5032,430340
2012,4995,430340
2013,5148,430340
2014,5125,430340
2015,5104,430340
2016,5083,430340
2017,5064,430340
2018,4788,430340
2019,4743,430340
2020,4700,430340
2021,4659,430340
2022,4810,430340
1991,61704,430350
1992,59338,430350
1993,59748,430350
1994,60103,430350
1995,60450,430350
1996,61620,430350
1997,58010,430350
1998,58466,430350
1999,58897,430350
2000,60383,430350
2001,61023,430350
2002,61509,430350
2003,62031,430350
2004,63128,430350
2005,63735,430350
2006,64338,430350
2007,60563,430350
2008,62556,430350
2009,62723,430350
2010,62764,430350
2011,62947,430350
2012,63124,430350
2013,65409,430350
2014,65628,430350
2015,65835,430350
2016,66031,430350
2017,66215,430350
2018,66034,430350
2019,66261,430350
2020,66478,430350
2021,66686,430350
2022,61598,430350
1991,2526,430355
1992,2485,430355
1993,2439,430355
1994,2400,430355
1995,2362,430355
1996,2431,430355
1997,2385,430355
1998,2343,430355
1999,2303,430355
2000,2498,430355
2001,2496,430355
2002,2492,430355
2003,2489,430355
2004,2484,430355
2005,2480,430355
2006,2477,430355
2007,2471,430355
2008,2546,430355
2009,2549,430355
2010,2592,430355
2011,2599,430355
2012,2607,430355
2013,2701,430355
2014,2710,430355
2015,2718,430355
2016,2726,430355
2017,2733,430355
2018,2724,430355
2019,2733,430355
2020,2742,430355
2021,2750,430355
2022,3204,430355
1991,7091,430360
1992,7127,430360
1993,7158,430360
1994,7188,430360
1995,7218,430360
1996,6936,430360
1997,6908,430360
1998,6881,430360
1999,6857,430360
2000,6840,430360
2001,6812,430360
2002,6787,430360
2003,6762,430360
2004,6711,430360
2005,6682,430360
2006,6654,430360
2007,6959,430360
2008,7207,430360
2009,7238,430360
2010,6542,430360
2011,6519,430360
2012,6498,430360
2013,6712,430360
2014,6703,430360
2015,6695,430360
2016,6687,430360
2017,6680,430360
2018,6456,430360
2019,6431,430360
2020,6406,430360
2021,6383,430360
2022,6263,430360
1992,3074,430367
1993,3095,430367
1994,3114,430367
1995,3132,430367
1996,3054,430367
1997,3040,430367
1998,3028,430367
1999,3016,430367
2000,3170,430367
2001,3184,430367
2002,3194,430367
2003,3205,430367
2004,3229,430367
2005,3242,430367
2006,3255,430367
2007,3205,430367
2008,3316,430367
2009,3328,430367
2010,3247,430367
2011,3253,430367
2012,3259,430367
2013,3375,430367
2014,3384,430367
2015,3392,430367
2016,3400,430367
2017,3407,430367
2018,3380,430367
2019,3388,430367
2020,3395,430367
2021,3402,430367
2022,3243,430367
1991,8056,430370
1992,8023,430370
1993,8016,430370
1994,7997,430370
1995,7980,430370
1996,7644,430370
1997,7234,430370
1998,7104,430370
1999,6979,430370
2000,7014,430370
2001,6916,430370
2002,6853,430370
2003,6779,430370
2004,6622,430370
2005,6535,430370
2006,6449,430370
2007,6342,430370
2008,6419,430370
2009,6352,430370
2010,6117,430370
2011,6048,430370
2012,5982,430370
2013,6156,430370
2014,6112,430370
2015,6070,430370
2016,6031,430370
2017,5994,430370
2018,5553,430370
2019,5474,430370
2020,5398,430370
2021,5325,430370
2022,5882,430370
1991,8554,430380
1992,8528,430380
1993,8511,430380
1994,8492,430380
1995,8473,430380
1996,8479,430380
1997,8445,430380
1998,8412,430380
1999,8382,430380
2000,8258,430380
2001,5660,430380
2002,5666,430380
2003,5646,430380
2004,5604,430380
2005,5581,430380
2006,5557,430380
2007,5588,430380
2008,5746,430380
2009,5745,430380
2010,5506,430380
2011,5490,430380
2012,5476,430380
2013,5658,430380
2014,5653,430380
2015,5649,430380
2016,5645,430380
2017,5641,430380
2018,5471,430380
2019,5454,430380
2020,5438,430380
2021,5422,430380
2022,5266,430380
1991,47875,430390
1992,48837,430390
1993,50046,430390
1994,51033,430390
1995,51994,430390
1996,50843,430390
1997,53485,430390
1998,51687,430390
1999,52068,430390
2000,54018,430390
2001,54773,430390
2002,55310,430390
2003,55910,430390
2004,57169,430390
2005,57866,430390
2006,58558,430390
2007,56595,430390
2008,58915,430390
2009,59366,430390
2010,60074,430390
2011,60539,430390
2012,60989,430390
2013,63339,430390
2014,63767,430390
2015,64171,430390
2016,64553,430390
2017,64914,430390
2018,66156,430390
2019,66712,430390
2020,69458,430390
2021,69981,430390
2022,65380,430390
1991,9410,430400
1992,7139,430400
1993,7058,430400
1994,6986,430400
1995,6915,430400
1996,6967,430400
1997,6830,430400
1998,6706,430400
1999,6588,430400
2000,6721,430400
2001,6657,430400
2002,6617,430400
2003,6568,430400
2004,6467,430400
2005,6410,430400
2006,6354,430400
2007,5581,430400
2008,5545,430400
2009,5419,430400
2010,5459,430400
2011,5362,430400
2012,5269,430400
2013,5404,430400
2014,5338,430400
2015,5276,430400
2016,5217,430400
2017,5161,430400
2018,4596,430400
2019,4484,430400
2020,4376,430400
2021,4273,430400
2022,4992,430400
1991,3868,430410
1992,3894,430410
1993,3917,430410
1994,3940,430410
1995,3962,430410
1996,3873,430410
1997,3877,430410
1998,3881,430410
1999,3884,430410
2000,3785,430410
2001,3779,430410
2002,3768,430410
2003,3759,430410
2004,3742,430410
2005,3733,430410
2006,3724,430410
2007,3564,430410
2008,3671,430410
2009,3693,430410
2010,3494,430410
2011,3472,430410
2012,3451,430410
2013,3559,430410
2014,3546,430410
2015,3535,430410
2016,3524,430410
2017,3514,430410
2018,3345,430410
2019,3320,430410
2020,3295,430410
2021,3272,430410
2022,3606,430410
1991,28013,430420
1992,27836,430420
1993,28019,430420
1994,28186,430420
1995,28348,430420
1996,28451,430420
1997,28698,430420
1998,28923,430420
1999,29137,430420
2000,29585,430420
2001,29703,430420
2002,29992,430420
2003,30181,430420
2004,30577,430420
2005,30797,430420
2006,31014,430420
2007,29444,430420
2008,30369,430420
2009,30423,430420
2010,30171,430420
2011,30216,430420
2012,30260,430420
2013,31334,430420
2014,31407,430420
2015,31476,430420
2016,31541,430420
2017,31603,430420
2018,31306,430420
2019,31365,430420
2020,31421,430420
2021,31475,430420
2022,28249,430420
1991,7455,430430
1992,7809,430430
1993,7739,430430
1994,7680,430430
1995,7539,430430
1996,7595,430430
1997,7445,430430
1998,7535,430430
1999,7508,430430
2000,7092,430430
2001,6997,430430
2002,6930,430430
2003,6854,430430
2004,6696,430430
2005,6609,430430
2006,6522,430430
2007,6634,430430
2008,6762,430430
2009,6722,430430
2010,6535,430430
2011,6492,430430
2012,6451,430430
2013,6654,430430
2014,6631,430430
2015,6608,430430
2016,6587,430430
2017,6567,430430
2018,6246,430430
2019,6198,430430
2020,6151,430430
2021,6106,430430
2022,6291,430430
1992,5657,430435
1993,5728,430435
1994,5781,430435
1995,5833,430435
1996,7157,430435
1997,7392,430435
1998,7599,430435
1999,7798,430435
2000,8065,430435
2001,8354,430435
2002,8581,430435
2003,8820,430435
2004,9323,430435
2005,9601,430435
2006,9877,430435
2007,8236,430435
2008,8535,430435
2009,8576,430435
2010,8771,430435
2011,8825,430435
2012,8878,430435
2013,9214,430435
2014,9266,430435
2015,9315,430435
2016,9362,430435
2017,9406,430435
2018,9519,430435
2019,9584,430435
2020,9647,430435
2021,9707,430435
2022,10418,430435
1991,24801,430440
1992,25150,430440
1993,25925,430440
1994,26436,430440
1995,26934,430440
1996,30778,430440
1997,31599,430440
1998,32320,430440
1999,33017,430440
2000,33625,430440
2001,34702,430440
2002,35482,430440
2003,36343,430440
2004,38152,430440
2005,39153,430440
2006,40147,430440
2007,38315,430440
2008,40449,430440
2009,41115,430440
2010,39229,430440
2011,39659,430440
2012,40076,430440
2013,41682,430440
2014,42057,430440
2015,42411,430440
2016,42746,430440
2017,43062,430440
2018,44489,430440
2019,44998,430440
2020,45488,430440
2021,45957,430440
2022,53348,430440
1991,50367,430450
1992,49977,430450
1993,49597,430450
1994,49247,430450
1995,48906,430450
1996,50045,430450
1997,49859,430450
1998,49656,430450
1999,49481,430450
2000,51447,430450
2001,51557,430450
2002,51674,430450
2003,51780,430450
2004,52001,430450
2005,52124,430450
2006,52245,430450
2007,53547,430450
2008,55679,430450
2009,56064,430450
2010,53259,430450
2011,53398,430450
2012,53533,430450
2013,55462,430450
2014,55637,430450
2015,55801,430450
2016,55956,430450
2017,56103,430450
2018,55871,430450
2019,56045,430450
2020,56211,430450
2021,56370,430450
2022,48922,430450
1991,279128,430460
1992,273962,430460
1993,278873,430460
1994,283244,430460
1995,287505,430460
1996,284059,430460
1997,287751,430460
1998,290991,430460
1999,294125,430460
2000,306093,430460
2001,310187,430460
2002,313844,430460
2003,317442,430460
2004,324994,430460
2005,329174,430460
2006,333322,430460
2007,326458,430460
2008,329903,430460
2009,332056,430460
2010,323827,430460
2011,325188,430460
2012,326505,430460
2013,338531,430460
2014,339979,430460
2015,341343,430460
2016,342634,430460
2017,343853,430460
2018,344957,430460
2019,346616,430460
2020,348208,430460
2021,349728,430460
2022,339133,430460
2001,1992,430461
2002,2018,430461
2003,2045,430461
2004,2102,430461
2005,2133,430461
2006,2165,430461
2007,1941,430461
2008,2001,430461
2009,2004,430461
2010,1807,430461
2011,1795,430461
2012,1785,430461
2013,1841,430461
2014,1834,430461
2015,1828,430461
2016,1823,430461
2017,1817,430461
2018,1729,430461
2019,1716,430461
2020,1705,430461
2021,1693,430461
2022,1660,430461
2001,1924,430462
2002,1934,430462
2003,1943,430462
2004,1962,430462
2005,1973,430462
2006,1983,430462
2007,1837,430462
2008,1882,430462
2009,1877,430462
2010,1754,430462
2011,1742,430462
2012,1730,430462
2013,1783,430462
2014,1776,430462
2015,1770,430462
2016,1764,430462
2017,1758,430462
2018,1668,430462
2019,1654,430462
2020,1641,430462
2021,1628,430462
2022,1724,430462
1991,24754,430463
1992,19854,430463
1993,20356,430463
1994,20757,430463
1995,21148,430463
1996,25629,430463
1997,26312,430463
1998,26913,430463
1999,27494,430463
2000,30498,430463
2001,31797,430463
2002,32818,430463
2003,33894,430463
2004,36154,430463
2005,37405,430463
2006,38647,430463
2007,37405,430463
2008,39928,430463
2009,40861,430463
2010,42040,430463
2011,42926,430463
2012,43783,430463
2013,45744,430463
2014,46467,430463
2015,47148,430463
2016,47792,430463
2017,48401,430463
2018,52004,430463
2019,53049,430463
2020,54051,430463
2021,55009,430463
2022,62040,430463
2001,2573,430465
2002,2585,430465
2003,2598,430465
2004,2625,430465
2005,2641,430465
2006,2656,430465
2007,3180,430465
2008,3402,430465
2009,3485,430465
2010,3104,430465
2011,3146,430465
2012,3187,430465
2013,3318,430465
2014,3354,430465
2015,3387,430465
2016,3419,430465
2017,3449,430465
2018,3602,430465
2019,3651,430465
2020,3699,430465
2021,3745,430465
2022,3122,430465
1991,18894,430466
1992,19309,430466
1993,19751,430466
1994,20141,430466
1995,20521,430466
1996,20978,430466
1997,21537,430466
1998,22029,430466
1999,22504,430466
2000,23718,430466
2001,24306,430466
2002,24733,430466
2003,25204,430466
2004,26193,430466
2005,26740,430466
2006,27283,430466
2007,23655,430466
2008,24408,430466
2009,24458,430466
2010,24298,430466
2011,24343,430466
2012,24386,430466
2013,25256,430466
2014,25321,430466
2015,25382,430466
2016,25441,430466
2017,25495,430466
2018,25297,430466
2019,25354,430466
2020,25409,430466
2021,25462,430466
2022,27071,430466
1996,,430467
1997,2916,430467
1998,2998,430467
1999,3076,430467
2000,3107,430467
2001,3176,430467
2002,3233,430467
2003,3292,430467
2004,3414,430467
2005,3482,430467
2006,3550,430467
2007,3339,430467
2008,3492,430467
2009,3528,430467
2010,3890,430467
2011,3950,430467
2012,4009,430467
2013,4177,430467
2014,4227,430467
2015,4275,430467
2016,4320,430467
2017,4362,430467
2018,4589,430467
2019,4660,430467
2020,4728,430467
2021,4793,430467
2022,3986,430467
1991,7475,430468
1992,7678,430468
1993,7896,430468
1994,8087,430468
1995,8273,430468
1996,8575,430468
1997,8857,430468
1998,9104,430468
1999,9343,430468
2000,10032,430468
2001,10340,430468
2002,10570,430468
2003,10819,430468
2004,11343,430468
2005,11633,430468
2006,11921,430468
2007,10950,430468
2008,11478,430468
2009,11617,430468
2010,11612,430468
2011,11733,430468
2012,11851,430468
2013,12323,430468
2014,11198,430468
2015,11289,430468
2016,11375,430468
2017,11455,430468
2018,11810,430468
2019,11940,430468
2020,12064,430468
2021,12183,430468
2022,10970,430468
1992,2240,430469
1993,2281,430469
1994,2318,430469
1995,2353,430469
1996,2352,430469
1997,2408,430469
1998,2458,430469
1999,2505,430469
2000,2565,430469
2001,2611,430469
2002,2641,430469
2003,2677,430469
2004,2751,430469
2005,2792,430469
2006,2833,430469
2007,2595,430469
2008,2684,430469
2009,2694,430469
2010,2636,430469
2011,2641,430469
2012,2647,430469
2013,2741,430469
2014,2749,430469
2015,2756,430469
2016,2763,430469
2017,2769,430469
2018,2750,430469
2019,2757,430469
2020,2763,430469
2021,2770,430469
2022,2888,430469
1991,58768,430470
1992,54177,430470
1993,54539,430470
1994,54865,430470
1995,55181,430470
1996,56959,430470
1997,57454,430470
1998,57904,430470
1999,58331,430470
2000,59894,430470
2001,58331,430470
2002,58883,430470
2003,59454,430470
2004,60652,430470
2005,61315,430470
2006,61973,430470
2007,58196,430470
2008,60182,430470
2009,60388,430470
2010,59317,430470
2011,59445,430470
2012,59569,430470
2013,61702,430470
2014,61875,430470
2015,62039,430470
2016,62193,430470
2017,62339,430470
2018,61949,430470
2019,62110,430470
2020,62265,430470
2021,62413,430470
2022,60983,430470
1996,,430471
1997,5952,430471
1998,5928,430471
1999,5907,430471
2000,6403,430471
2001,6452,430471
2002,6491,430471
2003,6532,430471
2004,6618,430471
2005,6666,430471
2006,6713,430471
2007,7131,430471
2008,7500,430471
2009,7606,430471
2010,7312,430471
2011,7382,430471
2012,7450,430471
2013,7742,430471
2014,7804,430471
2015,7863,430471
2016,7918,430471
2017,7971,430471
2018,8187,430471
2019,8270,430471
2020,8350,430471
2021,8426,430471
2022,8957,430471
1991,15920,430480
1992,16692,430480
1993,17065,430480
1994,17402,430480
1995,17745,430480
1996,18955,430480
1997,19460,430480
1998,19905,430480
1999,20334,430480
2000,20519,430480
2001,21029,430480
2002,21399,430480
2003,21807,430480
2004,22664,430480
2005,23138,430480
2006,23609,430480
2007,23960,430480
2008,25388,430480
2009,25866,430480
2010,25192,430480
2011,25551,430480
2012,25898,430480
2013,26976,430480
2014,27279,430480
2015,27565,430480
2016,27835,430480
2017,28091,430480
2018,29409,430480
2019,29833,430480
2020,30241,430480
2021,30630,430480
2022,29834,430480
1992,2366,430485
1993,2367,430485
1994,2369,430485
1995,2371,430485
1996,2144,430485
1997,2104,430485
1998,2066,430485
1999,2031,430485
2000,1912,430485
2001,1858,430485
2002,1817,430485
2003,1773,430485
2004,1680,430485
2005,1629,430485
2006,1578,430485
2007,1719,430485
2008,1738,430485
2009,1718,430485
2010,1607,430485
2011,1584,430485
2012,1561,430485
2013,1604,430485
2014,1588,430485
2015,1574,430485
2016,1560,430485
2017,1547,430485
2018,1404,430485
2019,1377,430485
2020,1351,430485
2021,1327,430485
2022,1355,430485
1991,10232,430490
1992,7965,430490
1993,7985,430490
1994,7993,430490
1995,8001,430490
1996,8367,430490
1997,8430,430490
1998,8484,430490
1999,8536,430490
2000,8440,430490
2001,8482,430490
2002,8540,430490
2003,8586,430490
2004,8683,430490
2005,8737,430490
2006,8790,430490
2007,8381,430490
2008,8641,430490
2009,8654,430490
2010,8651,430490
2011,8667,430490
2012,8683,430490
2013,8993,430490
2014,9016,430490
2015,9038,430490
2016,9059,430490
2017,9079,430490
2018,9010,430490
2019,9031,430490
2020,9051,430490
2021,9070,430490
2022,9464,430490
1991,2867,430495
1992,2887,430495
1993,2904,430495
1994,2920,430495
1995,2936,430495
1996,2978,430495
1997,3003,430495
1998,3023,430495
1999,3043,430495
2000,2899,430495
2001,2865,430495
2002,2868,430495
2003,2871,430495
2004,2877,430495
2005,2881,430495
2006,2885,430495
2007,2989,430495
2008,3109,430495
2009,3132,430495
2010,3007,430495
2011,3018,430495
2012,3030,430495
2013,3139,430495
2014,3152,430495
2015,3163,430495
2016,3174,430495
2017,3185,430495
2018,3189,430495
2019,3202,430495
2020,3216,430495
2021,3228,430495
2022,3000,430495
1991,10987,430500
1992,10796,430500
1993,10662,430500
1994,10544,430500
1995,10427,430500
1996,10636,430500
1997,10593,430500
1998,10552,430500
1999,10514,430500
2000,10198,430500
2001,10108,430500
2002,10045,430500
2003,9974,430500
2004,9826,430500
2005,9743,430500
2006,9661,430500
2007,9499,430500
2008,9674,430500
2009,9611,430500
2010,9323,430500
2011,9256,430500
2012,9191,430500
2013,9477,430500
2014,9438,430500
2015,9402,430500
2016,9367,430500
2017,9335,430500
2018,8851,430500
2019,8774,430500
2020,8701,430500
2021,8631,430500
2022,8679,430500
1991,290925,430510
1992,296476,430510
1993,302498,430510
1994,307921,430510
1995,313210,430510
1996,325694,430510
1997,334455,430510
1998,342145,430510
1999,349581,430510
2000,360419,430510
2001,368776,430510
2002,375118,430510
2003,381940,430510
2004,396261,430510
2005,404187,430510
2006,412053,430510
2007,399038,430510
2008,405858,430510
2009,410166,430510
2010,435564,430510
2011,441332,430510
2012,446911,430510
2013,465304,430510
2014,470223,430510
2015,474853,430510
2016,479236,430510
2017,483377,430510
2018,504069,430510
2019,510906,430510
2020,517451,430510
2021,523716,430510
2022,503068,430510
1992,3311,430511
1993,3313,430511
1994,3316,430511
1995,3319,430511
1996,3336,430511
1997,3340,430511
1998,3386,430511
1999,3409,430511
2000,3127,430511
2001,3099,430511
2002,3089,430511
2003,3071,430511
2004,3034,430511
2005,3013,430511
2006,2992,430511
2007,3031,430511
2008,3105,430511
2009,3100,430511
2010,2965,430511
2011,2953,430511
2012,2941,430511
2013,3036,430511
2014,3031,430511
2015,3026,430511
2016,3021,430511
2017,3016,430511
2018,2905,430511
2019,2891,430511
2020,2877,430511
2021,2865,430511
2022,2725,430511
1996,,430512
1997,6799,430512
1998,6772,430512
1999,6748,430512
2000,6925,430512
2001,6926,430512
2002,6926,430512
2003,6927,430512
2004,6928,430512
2005,6929,430512
2006,6929,430512
2007,6629,430512
2008,6788,430512
2009,6767,430512
2010,6402,430512
2011,6362,430512
2012,6324,430512
2013,6523,430512
2014,6501,430512
2015,6481,430512
2016,6461,430512
2017,6443,430512
2018,6136,430512
2019,6091,430512
2020,6047,430512
2021,6005,430512
2022,5847,430512
1991,3901,430513
1992,5314,430513
1993,5347,430513
1994,5377,430513
1995,5270,430513
1996,5293,430513
1997,4289,430513
1998,4293,430513
1999,4297,430513
2000,4297,430513
2001,4300,430513
2002,4301,430513
2003,4303,430513
2004,4308,430513
2005,4310,430513
2006,4313,430513
2007,4465,430513
2008,4642,430513
2009,4673,430513
2010,4454,430513
2011,4466,430513
2012,4478,430513
2013,4639,430513
2014,4654,430513
2015,4668,430513
2016,4681,430513
2017,4694,430513
2018,4676,430513
2019,4691,430513
2020,4706,430513
2021,4720,430513
2022,3803,430513
1991,2972,430515
1992,3019,430515
1993,3083,430515
1994,3140,430515
1995,3195,430515
1996,2894,430515
1997,2881,430515
1998,2869,430515
1999,2858,430515
2000,2601,430515
2001,2558,430515
2002,2526,430515
2003,2491,430515
2004,2418,430515
2005,2378,430515
2006,2338,430515
2007,2577,430515
2008,2656,430515
2009,2659,430515
2010,2417,430515
2011,2403,430515
2012,2390,430515
2013,2465,430515
2014,2457,430515
2015,2450,430515
2016,2443,430515
2017,2437,430515
2018,2327,430515
2019,2311,430515
2020,2296,430515
2021,2281,430515
2022,2318,430515
1991,8023,430517
1992,7523,430517
1993,7558,430517
1994,7589,430517
1995,7620,430517
1996,7658,430517
1997,7715,430517
1998,7765,430517
1999,7813,430517
2000,8273,430517
2001,8362,430517
2002,8438,430517
2003,8515,430517
2004,8676,430517
2005,8765,430517
2006,8854,430517
2007,9233,430517
2008,9714,430517
2009,9854,430517
2010,10268,430517
2011,10421,430517
2012,10570,430517
2013,11012,430517
2014,11141,430517
2015,11263,430517
2016,11377,430517
2017,11486,430517
2018,12058,430517
2019,12239,430517
2020,12413,430517
2021,12579,430517
2022,9054,430517
1991,18901,430520
1992,13249,430520
1993,13221,430520
1994,13196,430520
